danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_uri,name,mode_major,mode_minor
0.377,0.187,6,-13.915,0.0293,0.806,0.0,0.114,0.112,91.242,4,3s8WH1PfGlPKEmeJgCsoEk,Kaabil Hoon (Sad),0,1
0.654,0.637,10,-7.381,0.055,0.409,0.0,0.179,0.616,105.524,4,0JUL2QeA4f1z9qoZUio7eK,Kisi Se Pyar Ho Jaye,0,1
0.573,0.538,4,-5.462,0.138,0.253,0.0,0.0622,0.148,152.096,4,6pRoE3RdW4w1Fjd8epVWjZ,Use Me,0,1
0.747,0.492,11,-8.399,0.11,0.271,1.11e-05,0.263,0.189,124.87,4,79NvkJSx6wqLc9xgUs1qaJ,Neva Missa Lost,0,1
0.787,0.492,10,-6.574,0.256,0.365,2.47e-05,0.239,0.241,130.016,4,2zGvXOnaY9owBpYz3ZLjw5,Hallucinating,0,1
0.904,0.715,1,-6.509,0.285,0.0182,0.000707,0.215,0.625,140.001,4,6CfqeFJeRSivf74w0TZBXZ,New Illuminati,1,0
0.784,0.486,5,-6.497,0.0475,0.0538,0.497,0.101,0.0894,110.964,4,73grS4MZ4rHwa7CJOihO73,Solo,0,1
0.676,0.969,1,-2.696,0.208,0.0868,0.0,0.0651,0.938,153.663,4,0A7hubg7Nem8b3NO9v1RtT,Badri Ki Dulhania (Title Track),1,0
0.655,0.899,8,-4.809,0.111,0.0936,0.000227,0.184,0.842,147.586,4,2LiYYqHSkzlUWPc3MBFl67,Tamma Tamma Again,1,0
0.623,0.973,11,-3.624,0.279,0.144,0.0,0.143,0.844,78.026,4,1ph2GKp4u6KgUHGS49aQcG,Aashiq Surrender Hua,1,0
0.363,0.488,10,-9.122,0.0454,0.755,6.57e-05,0.162,0.356,94.401,4,0ZfWauUmcVki44DcPqoLpW,Roke Na Ruke Naina,1,0
0.575,0.636,8,-6.352,0.0347,0.746,1.52e-06,0.11,0.395,113.976,4,4zRrL0NL0IvtL8LTvmxLvy,Humsafar,1,0
0.729,0.384,11,-9.662,0.131,0.231,0.0,0.115,0.3,126.982,4,1yzZCSTv2RSZ5iExaTxN9F,Turn On Me,1,0
0.858,0.574,8,-7.664,0.216,0.0862,1.24e-06,0.132,0.329,130.072,4,3E9rIeDco4hjr45N2hDrKc,I Thank U,0,1
0.681,0.524,4,-7.47,0.327,0.212,2.13e-06,0.112,0.15,96.183,4,40FrkaBaV1XUfpUH1W6319,Testify,0,1
0.628,0.481,1,-7.775,0.475,0.29,0.0,0.118,0.33,108.761,5,3mRcWCyteY2133a7xVMrYw,Comin Out Strong (feat. The Weeknd),1,0
0.646,0.644,2,-6.763,0.031,0.0243,0.0,0.0888,0.251,99.999,4,15vzANxN8G9wWfwAJLLMCg,Paris,1,0
0.425,0.816,10,-3.059,0.309,0.209,0.0,0.0877,0.544,82.776,4,4lWC0Ffv59nR7otmY72b5f,Intro (feat. Lil Wayne),0,1
0.804,0.456,8,-7.44,0.0468,0.000668,0.0,0.31,0.165,130.014,4,67dyMPOUsbZ9Yg06PnfAAh,Draco,1,0
0.816,0.414,1,-7.953,0.119,0.423,0.0,0.125,0.197,150.008,4,5e0RPsQUTQu0A29wqD6bZR,Super Trapper,1,0
0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,4,3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,1,0
0.883,0.583,7,-7.55,0.234,0.36,0.0,0.15,0.533,125.898,4,4IcwdrlHrNF7IxMMMloEBh,When I Was Broke,0,1
0.927,0.665,11,-5.313,0.244,0.061,0.0,0.123,0.175,127.076,4,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),1,0
0.829,0.357,1,-11.543,0.28,0.104,8.35e-05,0.0799,0.0391,108.09,4,2kE82JhBcoS7mimFO1SqqX,No Advance,1,0
0.835,0.413,1,-9.81,0.396,0.373,0.00133,0.101,0.111,149.004,4,6fwdbPMwP1zVStm8FybmkO,X (feat. Future),1,0
0.906,0.444,4,-8.692,0.384,0.136,6.44e-05,0.173,0.678,140.063,4,4gmmRb6bZJffOOiww1JGTO,No Heart,0,1
0.702,0.544,1,-9.74,0.0438,0.062,0.000223,0.278,0.334,140.022,4,6LTuoV1GGFlDkFvtyrRrHE,Check On Me,1,0
0.827,0.544,1,-5.686,0.05,0.0799,1.97e-06,0.156,0.175,143.014,4,4Kup1kDTLoJaUMgpGFPqau,Married To The Game,1,0
0.772,0.67,11,-6.351,0.272,0.12,6.33e-05,0.396,0.521,156.065,4,1G5XJTpRp9vckSIKlOf9ba,Party Pack,0,1
0.846,0.635,8,-6.549,0.22,0.0969,0.0,0.343,0.51,110.034,4,0t756OdnRaa3VHdrbNU19x,Who,1,0
0.939,0.527,6,-7.49,0.107,0.0562,0.0,0.144,0.206,120.982,4,5bFxAxt4fqX7efch5xZ1Hg,Too Much Sauce,0,1
0.792,0.675,2,-4.526,0.093,0.0722,0.0,0.143,0.11,127.076,4,4mAhZaSrcVD6cJWA6IqFrk,Running Back (feat. Lil Wayne),1,0
0.694,0.748,8,-6.102,0.264,0.515,0.0,0.251,0.662,142.183,4,2f1xAoQG7MAi4HTM3gOhW9,Dark Sky (Skyscrapers),1,0
0.775,0.621,1,-7.634,0.295,0.332,0.0,0.122,0.15,118.843,4,6mevhNrcHqHgHgisXUNaqw,Blessings,1,0
0.802,0.64,8,-5.506,0.279,0.0426,0.0,0.111,0.22,127.976,4,5Z0C84Bheh6tWReHCUSwJ0,Paradise - Extended,0,1
0.65,0.846,11,-4.551,0.482,0.227,0.0,0.0914,0.44,104.837,4,1iseKI8Fyn3IC86O6KceHB,Stay Down,0,1
0.744,0.332,1,-11.315,0.0745,0.329,0.0,0.116,0.277,119.997,4,4bwN8jyxfHmFFStSRy4F7h,I Know,1,0
0.833,0.503,7,-7.563,0.181,0.373,0.0,0.145,0.358,119.975,4,3cNinQUA98lto0dGrUfAOI,Deep,1,0
0.67,0.58,8,-6.586,0.144,0.777,0.0,0.11,0.309,157.996,4,2wyHiXes5gsguT8mwYofbC,One Man Can Change The World,0,1
0.657,0.893,7,-2.854,0.28,0.404,0.0,0.315,0.632,83.709,4,1nUrTsXhkHI9e5BKaEP5Sp,Outro,1,0
0.672,0.711,1,-5.492,0.337,0.0793,0.0,0.76,0.518,140.058,4,4DhcorFL5TTEMuh17ZQUqY,Deserve It,0,1
0.597,0.588,9,-8.432,0.408,0.754,0.0,0.195,0.439,133.772,3,0fIdptEaBDh3FZii3PRwtt,Platinum And Wood,0,1
0.231,0.877,6,-4.609,0.11,0.0127,0.0,0.231,0.468,81.097,4,11fPH8NoSw15IG5hWk5zLL,Fire,0,1
0.632,0.908,1,-4.499,0.1,0.15,0.0,0.207,0.258,114.003,4,0VjkjJ1vNCrbdk0EhM6Phw,10 2 10,1,0
0.7,0.554,1,-5.909,0.187,0.219,1.36e-06,0.419,0.0633,97.127,4,6bxUnsSGZCmoHHU5auwtps,Beware,1,0
0.578,0.865,5,-4.686,0.205,0.185,0.0,0.677,0.623,165.99,4,5IhzqrLFV9TXamqWJpKaND,It's Time,0,1
0.597,0.694,5,-4.903,0.0438,0.267,4.77e-06,0.0667,0.324,142.001,4,083BwqY9ytOa7IxhuK7wee,World Ablaze,0,1
0.468,0.785,4,-7.063,0.115,0.0521,0.0,0.724,0.0822,173.908,4,7APbjv93QFw0qzoI2MQyfA,All Figured Out,0,1
0.664,0.765,5,-6.527,0.184,0.0289,0.0,0.411,0.72,143.958,4,37QI1IlyU8UktPxyXv7Pms,Switch Up,0,1
0.65,0.723,1,-5.807,0.172,0.311,0.0,0.412,0.556,146.076,4,7G0PgkkbavF7Rh4zNrUxH0,Guap,1,0
0.505,0.611,7,-5.976,0.0648,0.826,0.0,0.108,0.176,85.944,4,0URaKGzNTtzKRtsJN1RkA9,Light,0,1
0.482,0.781,11,-5.334,0.412,0.629,2.87e-06,0.413,0.336,57.967,5,1MksGqIztTT6M9R1ErKVs8,No Favors,1,0
0.525,0.804,8,-6.453,0.25,0.329,0.0,0.228,0.143,125.068,4,4atJ40xfasjdM9ZF3p07BV,Halfway Off The Balcony,1,0
0.472,0.541,1,-8.513,0.231,0.141,1.21e-06,0.477,0.128,145.12,4,2pzuU8vLaG8W1P31X65ZP9,Voices In My Head/Stick To The Plan,1,0
0.591,0.756,10,-8.026,0.143,0.708,0.0,0.332,0.546,82.776,4,5VlstKgCJPHDIMCQO4jHcQ,Sunday Morning Jetpack,0,1
0.713,0.664,5,-7.245,0.264,0.336,0.0,0.231,0.413,136.107,4,7M62jxrvr7UJdo6DchAFf3,Inspire Me,0,1
0.779,0.56,10,-7.564,0.253,0.258,0.0,0.241,0.421,142.032,4,1r0faljjM2b876iNoaDUh5,Sacrifices,0,1
0.366,0.639,10,-7.98,0.101,0.269,0.0,0.29,0.168,83.339,5,6zpXc7WJ3TqYWb02B6sKyF,Bigger Than Me,0,1
0.64,0.196,4,-11.478,0.0267,0.819,3.63e-05,0.0978,0.301,143.919,4,31lhygAGEsvwcUvhakP6yY,My Old Man,1,0
0.629,0.578,1,-4.704,0.0428,0.2,0.0,0.151,0.211,79.94,4,2dJ4rGtsOHOgvTQawsCRtg,Pray 4 Love (feat. The Weeknd),1,0
0.592,0.701,10,-4.014,0.0858,0.0451,0.0,0.327,0.282,129.501,4,5J5PXmMdQ2nh1lZOal8KmK,Litty (feat. Tory Lanez),0,1
0.818,0.67,8,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4,6K8qKeWo5MsFED7wCR6Kop,Sing,0,1
0.387,0.773,8,-5.685,0.17,0.098,0.0,0.209,0.368,78.629,4,70tFuqBcduJv15bEnOPRTh,My Last,1,0
0.613,0.807,11,-2.739,0.0382,0.0671,0.0,0.322,0.813,133.023,4,5xpmdbQcfIOsE1hACcC3UK,Marvin & Chardonnay,0,1
0.517,0.65,11,-4.896,0.296,0.0498,0.0,0.779,0.418,131.401,5,5VKsvhjnjQ3IAspPjGiNPf,High,0,1
0.4,0.834,2,-5.729,0.212,0.0248,0.0,0.236,0.158,132.799,5,3ZUcWb5XC0O1FCJccFIesu,Live This Life,1,0
0.681,0.729,0,-3.99,0.0326,0.00203,0.0,0.148,0.101,128.014,4,2QKBvCMHdokPoy2b44dK2m,Don't Play (feat. The 1975 & Big Sean),1,0
0.765,0.708,2,-8.134,0.111,0.314,0.0,0.24,0.356,104.014,4,5W5zcss1nNATmdwGstkDRr,Flava,1,0
0.79,0.47,1,-8.594,0.223,0.49,0.0,0.0884,0.53,126.992,4,6QvxTX9zvo4u7XhP9vOP3n,untitled 07 | levitate,1,0
0.487,0.729,2,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,4,2cDCojn6uIBM6A5xTAbl3H,m.A.A.d city,1,0
0.834,0.679,11,-3.556,0.132,0.0318,0.0,0.145,0.0755,139.972,4,5RWEAcnpywCsvSoFHdI9FN,Spend It (feat. Young Thug & Young M.a.) - Remix,1,0
0.344,0.157,5,-11.773,0.0457,0.756,0.0,0.351,0.313,57.86,4,6j0wBBAP3hMe4t1Ymj7GIe,Audition (The Fools Who Dream),1,0
0.398,0.0662,3,-22.609,0.0401,0.991,0.909,0.113,0.326,80.364,3,2bonbKENtFAQQh8U4UEAu5,Engagement Party,1,0
0.532,0.832,10,-6.047,0.0535,0.0652,0.0,0.766,0.314,101.989,4,7cyKrN1y4q59bc1gJX3QEG,Start A Fire,0,1
0.492,0.116,2,-15.15,0.0379,0.899,1.93e-06,0.0889,0.434,111.787,4,6XQHlsNu6so4PdglFkJQRJ,"City Of Stars - From ""La La Land"" Soundtrack",0,1
0.585,0.0809,6,-19.346,0.0523,0.954,0.0233,0.0935,0.204,98.379,4,5BMwpS4iYKR30kq9U9beaT,City Of Stars,0,1
0.476,0.192,9,-15.753,0.064,0.976,0.928,0.119,0.114,116.542,3,1Vk4yRsz0iBzDiZEoFMQyv,Mia & Sebastian’s Theme,1,0
0.825,0.435,1,-9.582,0.0568,0.452,0.609,0.0953,0.243,119.038,4,5xhQChGGhKLWqBqX4XhtYE,Sail,1,0
0.362,0.684,9,-7.659,0.0524,0.0134,0.335,0.0883,0.202,180.165,4,1634usuLkiywWC8brpmmWw,Snake Eyes,0,1
0.516,0.731,9,-8.795,0.0376,0.132,0.289,0.12,0.566,157.952,4,2R2f8j9YbaRTva04R4tDir,Wilder Mind,0,1
0.435,0.567,4,-8.823,0.0492,0.0679,4.52e-05,0.0952,0.216,137.312,4,69bVsJ4DyvkTcUVRodbipO,Roll Away Your Stone,1,0
0.334,0.402,6,-9.552,0.0355,0.234,1.88e-05,0.576,0.307,123.733,3,2QulT0LDnhH7011gzjFvLS,White Blank Page,0,1
0.89,0.569,3,-7.445,0.347,0.14,0.0,0.253,0.52,145.83,4,3H55xYslmZbiSuKnVDxN9P,How To Ball,0,1
0.772,0.737,10,-7.648,0.2,0.0189,9.39e-05,0.206,0.533,149.951,4,6hEHxpZpvZwt1v4NoGwjKr,Mad High,0,1
0.843,0.359,0,-7.417,0.461,0.069,0.0,0.12,0.156,81.987,4,2ANLarE8yHVsLWW21nj79M,You Was Right,1,0
0.886,0.629,1,-4.404,0.306,0.051,7.66e-06,0.121,0.487,158.002,4,6j0teRL3WdExzqmy334sh5,Seven Million (feat. Future),0,1
0.93,0.486,1,-6.361,0.367,0.0303,0.0,0.0716,0.334,111.062,4,4QfVMnOYuE5Ah7E4g1p6Bx,Can't Tell (feat. T.I. And Boosie BadAzz),1,0
0.673,0.464,10,-6.864,0.201,0.0933,0.0,0.21,0.762,171.043,4,02pf9lLM8Nb8l4u4ts1GWb,My Nigga,0,1
0.645,0.642,1,-8.587,0.403,0.0217,2.05e-05,0.0548,0.276,160.075,4,4BkNAYvDERH0MMhn7YnZzV,Back at It,1,0
0.546,0.667,1,-5.236,0.274,0.0152,0.0,0.0895,0.471,87.666,4,7DTlsMOQjGysXHpwwpHuPl,Lifestyle,1,0
0.876,0.675,3,-3.28,0.146,0.421,1.16e-06,0.0667,0.606,135.959,4,1jROHCeEzDr6VnV8EnBnik,Stoner,0,1
0.897,0.426,1,-6.319,0.0753,0.231,0.0,0.151,0.243,119.025,4,4byc7zEDsJpWPdNK534t37,Bankrolls On Deck,1,0
0.595,0.661,2,-5.312,0.096,0.17,0.0,0.107,0.383,149.873,4,5MC8y1c0DGF3sEThnAHgKL,You Da Best (feat. Lil Bee & Young Thug),1,0
0.653,0.643,2,-6.009,0.288,0.216,0.0,0.105,0.267,99.841,4,7sYHW8VW041zoicZ24SLWG,Don't Need Em (feat. Young Thug),1,0
0.827,0.506,5,-9.646,0.313,0.294,0.0,0.119,0.38,127.056,4,39EjgKTEzXelc9xHTl1yzf,Respect,0,1
0.68,0.6,11,-7.173,0.337,0.00965,0.0,0.0861,0.142,72.153,4,2e3lDYCE8rh2uU5tneSCY4,So What,1,0
0.851,0.536,1,-5.026,0.0657,0.219,0.0,0.127,0.186,130.005,4,1GI5NXx8MFhFl17cJtOZ2n,Guwop Home (feat. Young Thug),1,0
0.752,0.429,1,-7.794,0.452,0.313,0.0,0.125,0.193,140.048,4,0L4DEwH4vjFUqthWgSKQzN,Let It Go,1,0
0.823,0.399,0,-10.065,0.059,0.148,0.022,0.212,0.116,127.973,4,4WXEhk27tQs5SPU7Gc0ZlK,Frozen Water,0,1
0.855,0.658,8,-5.911,0.334,0.142,1.26e-06,0.112,0.51,74.918,4,7eRhlOgIXdyFTdoIDQmZIP,Wanna Be Me - Bonus Track,1,0
0.849,0.61,8,-4.743,0.384,0.154,0.0,0.229,0.538,120.949,4,7njm4YQSIKPo42kDdkS5Gg,Wood Would,0,1
0.68,0.642,7,-6.8,0.367,0.125,0.0,0.0959,0.416,103.07,4,3IpSZj3e1dYLdDubrpOX6w,Draw Down,0,1
0.619,0.582,4,-5.131,0.145,0.011,0.0,0.0496,0.284,189.941,4,12uwDBeQGFKmIhSSd0diJV,U Digg What Im Saying,0,1
0.843,0.599,9,-8.234,0.223,0.0411,0.0,0.383,0.367,131.958,4,3si6pZOm5Uf1lKDt47V3zK,Again,1,0
0.819,0.74,5,-5.885,0.344,0.293,0.0,0.0952,0.814,95.92,4,0noHe7GvJdb2lwC6fLJthi,Mine,0,1
0.872,0.504,6,-3.508,0.496,0.114,0.0,0.0992,0.26,139.024,4,6ynu6ltyISlBqklnUNIa1I,Power,0,1
0.706,0.72,4,-4.457,0.216,0.148,0.0,0.106,0.322,123.949,4,0PYhSLuqNcozd072SvZuUa,No Way,0,1
0.735,0.698,0,-6.875,0.0579,0.0678,0.0,0.0807,0.238,117.896,4,6uXKH0MXGYFvyj9izXCDmO,Calling Your Name,1,0
0.811,0.446,10,-10.193,0.16,0.0254,0.0,0.0789,0.304,90.018,4,2kB3CHIzTXPWlkZKPVZoQY,Take Kare,0,1
0.665,0.771,0,-5.779,0.0533,0.0155,9.6e-06,0.46,0.764,109.945,4,00NAQYOP4AmWR549nnYJZu,Secrets,1,0
0.469,0.417,8,-10.614,0.0704,0.418,0.000189,0.102,0.175,120.012,4,0NWqNXBJTpXbkI5rPWNy3p,All I Know,0,1
0.772,0.504,6,-8.219,0.0761,0.129,0.0,0.125,0.244,140.035,4,4mU5iXHeLgbR94siF7p1sY,Six Feet Under,0,1
0.544,0.586,7,-7.486,0.0794,0.0276,0.0,0.0961,0.361,149.882,4,15k2nBQJ0teDmPZHrOXL2N,Ordinary Life,0,1
0.573,0.431,2,-6.88,0.035,0.0894,0.0,0.183,0.187,112.408,4,6ZixnWzzH1YxqBg9kLOPDy,Sideways,1,0
0.898,0.283,6,-12.335,0.356,0.319,0.000383,0.11,0.469,138.97,4,0utlOiJy2weVl9WTkcEWHy,Neighbors,0,1
0.542,0.721,1,-5.136,0.0625,0.147,0.0,0.348,0.623,149.831,4,4h90qkbnW1Qq6pBhoPvwko,Sidewalks,0,1
0.806,0.558,8,-6.538,0.172,0.00496,1.45e-06,0.16,0.26,85.011,4,4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,1,0
0.671,0.428,4,-7.054,0.124,0.682,0.0002,0.121,0.36,148.041,4,6pDVjCUA3B1vg9waKutAsv,Attention,0,1
0.742,0.559,5,-5.876,0.141,0.0324,0.0,0.0987,0.431,146.923,4,5MD2QLnFM2ChpKAh33z0zr,Hercules,1,0
0.81,0.721,9,-4.964,0.265,0.0487,0.0,0.0886,0.552,101.997,4,1hzJQIkgXwZevaKsc7iA6D,About the Money,0,1
0.632,0.673,5,-6.016,0.557,0.243,0.0,0.492,0.669,105.781,5,5aYmiF3pjGxraHo3WXEUDl,Cash,0,1
0.878,0.788,8,-5.394,0.391,0.663,0.0,0.0765,0.817,116.042,4,2pEgg6iao2m6x7n6h06Jyx,Up One,1,0
0.766,0.676,1,-6.28,0.0811,0.0525,0.0,0.645,0.312,103.981,4,2cSulqF1XePQV2I6ojvwcq,Out My Face,0,1
0.749,0.606,9,-6.419,0.155,0.182,0.0,0.0843,0.251,129.945,4,0HUptiGFVM5Q5YHIJ920aK,Hyenas,1,0
0.705,0.505,8,-6.923,0.192,0.142,0.0,0.164,0.391,160.043,4,37F0uwRSrdzkBiuj0D5UHI,Reminder,1,0
0.586,0.525,1,-7.163,0.0615,0.111,0.0,0.134,0.508,133.629,4,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,0,1
0.599,0.635,1,-8.101,0.0679,0.064,0.0,0.0878,0.194,109.919,4,57qiTKh8bVX0VtfUNTQqhw,Nothing Without You,1,0
0.678,0.588,7,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.005,4,7MXVkk9YMctZqd1Srtv4MB,Starboy,1,0
0.773,0.819,0,-5.946,0.118,0.426,0.0,0.0679,0.585,92.99,4,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,0,1
0.572,0.631,1,-8.389,0.104,0.188,2.31e-05,0.259,0.219,77.519,4,4F7A0DXBrmUAkp32uenhZt,Party Monster,1,0
0.624,0.424,1,-8.237,0.24,0.284,0.0,0.173,0.584,76.669,4,1oGdVdYjeQvojGKDddxLQQ,True Colors,1,0
0.406,0.722,6,-7.865,0.393,0.14,0.0,0.393,0.198,85.003,4,1aUO38r5tnMbnd6PGMfWxs,Just Might Be,0,1
0.51,0.533,7,-6.194,0.359,0.194,0.0,0.117,0.262,88.154,4,7fheaybAcABeiuYU6VgDrQ,OD,1,0
0.71,0.486,11,-6.221,0.251,0.0641,0.0,0.112,0.17,133.284,4,4BP0An7SXctTY4kF41JxIQ,Halftime,0,1
0.854,0.468,1,-6.506,0.384,0.0448,0.0,0.165,0.223,140.096,4,1SkR9g1l9NipSZhZPJsbOT,Dream (feat. Yak Gotti),1,0
0.667,0.581,0,-5.164,0.323,0.0428,0.0,0.183,0.368,110.953,4,1jk9c0gZI0wbn5GvAj7PBV,Check,0,1
0.712,0.449,4,-9.765,0.631,0.275,0.0,0.201,0.555,170.075,4,1UIUkZtlgyrjPcH2agNomU,Constantly Hating (feat. Birdman),1,0
0.679,0.599,10,-5.7,0.161,0.176,0.0,0.0708,0.464,118.997,4,7vAtyxWiSO24Q6tVj7LOGo,For My People (feat. Duke),0,1
0.773,0.561,9,-8.268,0.213,0.254,0.0,0.132,0.419,147.946,4,3DTJYRV3jTQ4TUgqDuPkez,"My Boys (feat. Ralo, Trouble and Lil Durk)",1,0
0.781,0.57,1,-5.555,0.296,0.117,0.0,0.112,0.354,173.991,4,4AwJDh8ErDvjeiswR41DKM,Gangster Shit,0,1
0.846,0.575,5,-7.206,0.157,0.0921,0.0,0.136,0.683,93.462,4,1wOedAzMfq77F8wzEAMMyN,Party,0,1
0.872,0.639,8,-5.658,0.103,0.125,0.0,0.144,0.469,111.968,4,1o5jdqnWybW9Mau4GDWPMa,Problem,0,1
0.947,0.602,0,-7.275,0.0744,0.0515,0.0,0.0921,0.347,103.961,4,0f85bMoarvHbdIcfhDjSjN,Drippin',1,0
0.851,0.614,5,-6.668,0.1,0.046,0.0,0.0716,0.429,107.971,4,5StUs128KSibE16fxntBSL,Kanye West (feat. Wyclef Jean),0,1
0.677,0.489,8,-7.385,0.277,0.0144,0.0,0.318,0.457,139.848,4,20rZiHL20MTJjfhLQZQsm4,RiRi,1,0
0.863,0.576,5,-5.687,0.239,0.124,0.0,0.143,0.832,132.054,4,55OdqrG8WLmsYyY1jijD9b,Wyclef Jean,0,1
0.747,0.378,1,-10.454,0.109,0.195,0.0173,0.119,0.565,160.049,4,47l9wxr6RwgoTSfnseBRcf,Redbone,1,0
0.791,0.551,8,-6.074,0.359,0.215,0.0,0.0993,0.439,72.625,4,4ZtpbxhMbEXs6f1pMdLzb7,Hell You Talking Bout? (feat. Young Thug & Peewee Longway),1,0
0.618,0.61,9,-7.812,0.39,0.332,0.0,0.108,0.529,126.016,4,73ZaCmh5nzvBzbhREnQvcB,London Town,0,1
0.705,0.813,4,-5.668,0.19,0.085,0.0,0.183,0.437,134.973,4,53U4EaAJ25teOzMYzTBh6k,PCB (feat. Rahn Harper),1,0
0.701,0.628,6,-7.555,0.0604,0.108,0.0,0.28,0.403,95.014,4,6nk0dOQnEJjGay7bb19Xp1,2 U (feat. Anthony Pavel),0,1
0.842,0.609,11,-5.867,0.19,0.0443,0.0,0.106,0.184,129.942,4,1pF3VcWYHeuVPflRwGBaWV,Real Chill,1,0
0.656,0.606,1,-5.398,0.283,0.134,0.0,0.0921,0.614,140.01,4,1kWVgfctc2JUKCqlsZGWbU,Numbers,1,0
0.751,0.597,9,-6.59,0.125,0.0659,0.0,0.0881,0.159,123.997,4,6o4nVtywF4F75RkOcDxrtd,With That (feat. Duke),0,1
0.92,0.53,4,-7.399,0.341,0.187,0.0,0.103,0.363,123.968,4,40WxFAbt8UEK7jKLmIxRNY,Offended (feat. Young Thug & 21 Savage),0,1
0.831,0.532,4,-7.047,0.338,0.245,0.000131,0.314,0.517,130.0,4,539wfGOsGcRmT1IBVUfiJV,Swizz Beatz,0,1
0.822,0.685,1,-5.872,0.0837,0.0039,0.0,0.242,0.306,102.033,4,1vbUiccx25u2ncTe4RujS2,Tattoos,0,1
0.604,0.435,4,-9.191,0.135,0.0326,0.0,0.091,0.112,136.827,4,5QCr1xFufKJOTkpcR9ih24,Worth It,0,1
0.926,0.517,9,-6.794,0.184,0.00218,0.0,0.091,0.284,132.07,4,0tISnxqgVmxqhVghsTi2Rr,With Them,1,0
0.474,0.73,1,-9.061,0.317,0.188,0.0,0.106,0.26,100.079,4,5D8Uht0XrBMINxQ5v1xCJP,We Ain't Them,0,1
0.717,0.347,11,-10.265,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,4,3dBveK0fmnxbiXXgAX6lau,Come and See Me (feat. Drake),0,1
0.63,0.706,0,-6.41,0.0807,0.124,0.0,0.254,0.677,75.992,4,0mBREiw4ppCXccM7rsk2RC,Wavin' Flag,1,0
0.618,0.727,3,-7.224,0.208,0.0312,0.0,0.196,0.401,164.992,4,3V8sM5OOG6YfDuDLa2IIYJ,Used to This,0,1
0.492,0.698,1,-5.606,0.171,0.0524,0.0,0.428,0.288,139.953,4,7e8leMfs0mZpSZ9FZ42MiT,I Don't Get Tired (#IDGT) [feat. August Alsina],1,0
0.717,0.507,4,-8.595,0.0445,0.0741,3.21e-05,0.241,0.198,100.017,4,7bPLo5Fv7h15E2fW3g1mVQ,Wanna Know Remix (feat. Drake),0,1
0.808,0.471,1,-10.652,0.0526,0.0187,0.000144,0.136,0.451,143.978,4,1A4sbcpfCNyGM88NtGkSqD,Just Like Us,1,0
0.881,0.496,1,-6.897,0.0592,0.0105,0.00168,0.315,0.216,130.965,4,3eaZlarqKQ4oAceRwJHfF5,By Chance,0,1
0.794,0.632,0,-6.163,0.0649,0.142,0.0,0.128,0.355,145.926,4,6fujklziTHa8uoM5OQSfIo,Black Beatles,1,0
0.8,0.433,2,-11.118,0.125,0.0347,0.0,0.0965,0.357,111.999,4,79fZYYQkY4U8rMiomn7xw5,Now That I Know,0,1
0.446,0.798,1,-5.809,0.213,0.248,2.22e-06,0.081,0.433,63.464,3,7gZC4WIaFSGg38tvKD2jlA,Black Beetles,1,0
0.629,0.655,1,-8.212,0.355,0.0111,0.0,0.818,0.546,106.319,4,21iL1HD3h5AXGdSZABFd8t,Front & Center,1,0
0.832,0.557,7,-3.947,0.053,0.307,0.0,0.176,0.279,125.999,4,2AGUFka8kBWCM47h5uTlDb,lose,0,1
0.423,0.536,7,-3.8,0.16,0.015,0.0,0.095,0.0895,71.313,5,6wwruKU956ldDyz55DZTt1,first take,1,0
0.711,0.739,7,-3.804,0.129,0.114,0.0,0.226,0.43,136.919,4,20dP2DaMHIAmwWAbp7peSr,pick up the phone,0,1
0.735,0.749,10,-3.766,0.0874,0.371,0.0,0.47,0.373,93.718,4,4z0PnuB07fxtVZZRWsCfxb,100 Grandkids,0,1
0.548,0.829,1,-4.103,0.285,0.339,0.0,0.537,0.452,93.62,4,5jNrszQHRIVKmS9Ptb63pe,Paper Trail$,0,1
0.396,0.554,0,-5.048,0.0488,0.222,0.0,0.612,0.17,117.384,4,2Zy7XVdxyZQB8xp5xbpJdl,way back,1,0
0.758,0.616,2,-3.471,0.311,0.503,0.0,0.103,0.494,165.906,4,177WEvlLsCc0FzCTWslawr,outside,1,0
0.585,0.737,4,-4.121,0.191,0.0661,0.0,0.0904,0.0497,171.853,4,33zbOXJSwW7uf4VXXWow2O,the ends,0,1
0.901,0.915,4,-3.697,0.206,0.115,0.0,0.0919,0.745,95.024,4,6DJL2olMX5eJQfXrX2eAlz,Ready,0,1
0.539,0.465,6,-8.698,0.407,0.403,0.0,0.104,0.205,185.558,4,2jwQCbqmKxk2lsIFRLXNT4,#LongLiveSteelo (feat. T'nah Apex),0,1
